,Text
114,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Madras', 'Dated', ':', '23..01..2009', 'Coram:', 'The', 'Honourable', 'Mr.', 'Justice', 'S.', 'Palanivelu', 'C.R.P.', '(P.D.)', 'Nos.4315', 'and', '4316', 'of', '2008', 'and', 'M.P.Nos.1', 'of', '2008', 'Rajalakshmi', 'Sivakumar', '...', 'Petitioner', 'Vs', '1.', 'N.', 'Rajavelu', '2.', 'Sanjeevi', '3.', 'Munuswami', '4.', 'Pushpa', '5.', 'Kamala', 'Subramanian', '6.', 'Selvam', '7.', 'Kasthuri', 'Selvam', '8.', 'J.', 'Saraswathi', 'Ammal', '...', 'Respondents(R2', 'to', 'R6', 'given', 'up', 'as', 'they', 'remained', 'exparte', 'in', 'the', 'suit)', 'C.R.P.Nos.4315', 'and', '4316', 'of', '2008', 'are', 'filed', 'under', 'Article', '227', 'of', 'Constitution', 'of', 'India', 'against', 'the', 'fair', 'and', 'decretal', 'order', 'dated', '27.02.2008', 'made', 'in', 'I.A.Nos.15546', 'and', '15545', 'of', '2007', 'respectively', 'in', 'O.S.No.8879', 'of', '1997', 'by', 'the', 'Xiv', 'Assistant', 'Judge,', 'City', 'Civil', 'Court,', 'Chennai.', 'For', 'Petitioner', ':', 'Mr.', 'T.', 'Paranthaman', 'For', 'Respondent', ':', 'Mr.', 'G.', 'Jermiah', 'C', 'O', 'M', 'M', 'O', 'N', 'O', 'R', 'D', 'E', 'R']"
115,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Madras', 'Dated:', '07/07/2005', 'Coram', 'The', ""Hon'Ble"", 'Mr.Markandey', 'Katju,', 'Chief', 'Justice', 'and', 'The', ""Hon'Ble"", 'Mr.Justice', 'F.M.Ibrahim', 'Kalifulla', 'W.P.No.13056', 'of', '2005', 'and', 'W.P.Nos.37061', 'and', '37062', 'of', '2002', 'and', 'W.P.Nos.27001,', '15546,', 'and', '35868', 'of', '2003', 'and', 'W.P.Nos.33390,', '34853,', '34854,', '35969,', '35970,', '35972,', '35973,', '37144,', '37145,', '36239,', '36533,', '36810,', '37460,', '15840,', '17352,', '24396,', '24394,', '24395,', '24468,', '24469,', '24470,', '37153,', '37154,', '9319,', '27167,', '27498,', '27620,', '32294,', '37076,', '37632,', '39208,', '14276,', '24449,', '24500,', '25168,', '25169,', '26934,', '27072,', '27291,', '29114,', '32929,', '32930,', '39396,', '4248,', '21843,', '22420,', '23482,', '35176,', '34990', 'and', '17256', 'of', '2004', 'and', 'W.P.Nos.4575,', '2722,', '2729,', '3069,', '3754,', '5263,', '5277,', '5602,', '154,', '431,', '5937,', '6447,', '6594,', '6701,', '7428,', '7440,', '8394,', '10207,', '8245,', '9665,', '10148,', '10206', '10849,', '11574,', '11615,', '11657,', '12037,', '12077,', '12163,', '13502,', '17298', 'to', '17304,', '4872,', '4873,', '892,', '1813,', '3995,', '4724,', '5744,', '6376,', '6544,', '6969,', '7243', ',', '7418,', '7914,', '7915,', '7934,', '8367,', '8634,', '8820,', '9301,', '9302,', '9507,', '9726,', '9732,', '12375,', '12666,', '12701,', '13768,', '15701,', '4870,', '5368,', '9299,', '9747,', '5069,', '11105,', '11106,', '12005,', '12145,', '12146,', '14727,', '15152,', '17563,', '17787,', '3763,', '4973,', '7543,', 'and', '12072', 'of', '2005', 'and', 'W.A.No.', '2261', 'of', '2004', 'W.P.No.13056', 'of', '2005', 'M/s.Digivision', 'Electronics', 'Ltd.,', 'Registered', 'Office', 'at', 'No.A5', '&', '6,', 'Industrial', 'Estate,', 'Guindy,', 'Chennai', '-', '32.', '..Petitioner.', '-Vs-', '1.', 'Indian', 'Bank,', 'rep.', 'by', 'its', 'Deputy', 'General', 'Manager,', 'Head', 'Office,', '31,', 'Rajaji', 'Salai,', 'Chennai', '-', '1.', '2.', 'Indian', 'Bank,', 'rep.', 'by', 'its', 'Branch', 'Manager,', 'Guindy', 'Branch,', 'Gst', 'Road,', 'Guindy,', 'Chennai', '-', '32.', '..Respondents.', 'Prayer:', 'Petitions', 'filed', 'under', 'Article', '226', 'of', 'the', 'Constitution', 'of', 'India', 'for', 'the', 'issuance', 'of', 'writ', 'of', 'mandamus,', 'writ', 'of', 'certiorari,', 'direction,', 'etc.,', 'For', 'Petitioners', '::', 'Mr.P.S.Raman,', 'Senior', 'Counsel', 'For', 'Mr.M.Sukumar', 'Mr.R.Vijay', 'Narayan,', 'Senior', 'Counsel', 'For', 'M/s.Narmada', 'Sampath', 'Mr.A.Thiagarajan', 'Ms.S.Shyamala', 'Mr.T.Sivanantham', 'Mr.R.Ganesh', 'Ram', 'Mr.Raghul', 'Bajaj', 'Mr.K.Selvaraj', 'For', 'Respondents', '::', 'Mr.V.T.Gopalan,', 'Senior', 'Counsel', 'For', 'Mr.Jayesh', 'B.Dolia', 'Mr.V.T.Gopalan,', 'Addl.', 'Solicitor', 'General', 'for', 'Mr.S.Manikumar,', 'Scgsc', 'Mr.N.V.Srinivasan', 'For', 'M/s.N.V.S.Associates', 'Mr.F.B.Benjamin', 'George', 'M/s.Murthy', '&', 'Vasan', 'M/s.Rangarajan', '&', 'Prabhakaran', 'N.Rajendran', ':O', 'R', 'D', 'E', 'R']"
116,"['In', 'The', 'Court', 'Of', 'Shri', 'Puneet', 'Pahwa', 'Metropolitan', 'Magistrate', '\xad', '01', '(N.I.', 'Act)', 'Patiala', 'House', 'Courts', ':', 'New', 'Delhi', 'Uco', 'Bank', 'Employees', 'Trust', 'Nidhi.', '48\xadB,', 'Lig', 'Dda', 'Flats,', 'Rampura,', 'Delhi\xad110035', '.......................', 'Complainant', 'Vs.', 'Sh.', 'R.K.', 'Kumar', '(Member', 'No.', '874)', '60,', 'Uco', 'Apartments,', 'Plot', 'No.', '34,', 'Sector\xad9,', 'Rohini,', 'New', 'Delhi\xad85.', 'Also', 'at', 'H.', 'No.', '11,', 'Pocket', 'G\xad8,', 'Sector\xad11,', 'Rohini,', 'New', 'Delhi\xad85.', '.', '................................Accused', 'Case', 'Number.', ':', '3014/1', 'Date', 'of', 'Institution', 'of', 'Present', 'Case.', ':', '20.12.2010', 'Offence', 'Complained', 'Of.', ':', 'U/s', '138', 'Ni', 'Act', 'Case', 'No.', '3014/1', 'Plea', 'of', 'the', 'Accused.', ':', 'Not', 'Guilty', 'Arguments', 'Heard', 'On.', ':', '28.01.2014', 'Final', 'Order.', ':', 'Convicted.', 'Date', 'of', 'Judgment.', ':', '22.02.2014', '-', '::', 'Judgment']"
117,"['ash', '1', 'wp-2903.11', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Bombay', 'Criminal', 'Appellate', 'Jurisdiction', 'Criminal', 'Writ', 'Petition', 'No.', '2903', 'Of', '2011', 'Kumar', 'J.', 'Sujan', '&', 'Others.', '..', 'Petitioners', 'Vs', 'The', 'State', 'of', 'Maharashtra', '&', 'Anr.', '..', 'Respondents', '-', 'Shri', 'A.A.', 'Kumbhakoni', 'along', 'with', 'Shri', 'Ravi', 'Gurnani', 'and', 'Shri', 'Shardul', 'Singh', 'i/by', 'Shri', 'Sudhan', 'Y.', 'Amare', 'and', 'Ms.', 'Deepali', 'Prabhukhanolkar', 'for', 'the', 'Petitioners.', 'Mrs.', 'A.S.', 'Pai,', 'App', 'for', 'the', 'Respondent', 'No.1-State.', 'Shri', 'R.Satyanarayanan', 'for', 'the', 'Respondent', 'No.2.', 'Shri', 'Kevic', 'Setalwad,', 'Additional', 'Solicitor', 'General', 'along', 'with', 'Ms.', 'Sushma', 'Nagraj', 'and', 'Shri', 'Anupam', 'Surve', 'i/by', 'Shri', 'Sandeep', 'K.', 'Shinde', 'for', 'Respondent', 'No.3.', '-', 'Coram', ':', 'A.S.', 'Oka', '&', 'Smt.', 'Sadhana', 'S.', 'Jadhav,', 'Jj', 'Date', 'On', 'Which', 'Submissions', 'Were', 'Heard', ':', '20Th', 'October,', '2012', 'Date', 'On', 'Which', 'Judgment']"
118,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'CRL.A.No.', '922', 'of', '2006()', '1.', 'Prabhakaran', '@', 'Puli', 'Prabhakaran,', '...', 'Petitioner', 'Vs', '1.', 'State', 'Of', 'Kerala.', '...', 'Respondent', 'For', 'Petitioner', ':Sri.Grashious', 'Kuriakose', 'For', 'Respondent', ':Public', 'Prosecutor', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'R.Basant', 'The', ""Hon'ble"", 'Mrs.', 'Justice', 'M.C.Hari', 'Rani', 'Dated', ':05/03/2006', 'O', 'R', 'D', 'E', 'R', 'R.Basant', '&', 'M.C.Hari', 'Rani,', 'Jj.', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', 'Crl.A.No.922', 'of', '2006', '----------------------------------------', 'Dated', 'this', 'the', '5th', 'day', 'of', 'March', '2010', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
119,"['In', 'The', 'Court', 'Of', 'Sh.', 'Sanjay', 'Sharma', ':', 'Special', 'Judge', '(Ndps)', '/', 'Addl.', 'Sessions', 'Judge,', '(North-East):', 'Karkardooma', 'Courts,', 'Delhi', 'Sc', 'No.', ':', '93/2007', 'Fir', 'No.', ':', '464/2007', 'Ps', ':', 'Nand', 'Nagri', 'Under', 'section', ':', '21/61/85', 'Ndps', 'Act', 'Case', 'Id', ':', '02402R0533762007', 'State', 'Versus', '1.', 'Surender', 'Kumar', 'S/o', 'Sh.', 'Attar', 'Singh', 'Fouzi', 'R/o', 'Mohalla', 'Kotla', 'Chungi,', 'Gali', 'No.', '5,', 'Firojabad,', '(U.P.)', 'Date', 'of', 'Institution', ':', '02.08.2007', 'Date', 'of', 'reserving', 'order', ':', '21.10.2014', 'Date', 'of', 'Judgment', ':', '10.12.2014', 'Judgment']"
120,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'MACA.No.', '223', 'of', '2007()', '1.', 'National', 'Insurance', 'Company', 'Ltd.,', '...', 'Petitioner', 'Vs', '1.', 'P.C.Chacko,', 'S/O.', 'M.C.Chacko,', '...', 'Respondent', '2.', 'Ameena', 'Enterprises,', 'Represented', 'By', '3.', 'Gracy', 'George,', '4.', 'Santhamma', 'Jessee,', '5.', 'Molly', 'George,', '6.', 'Vinny', 'George,', '7.', 'Sherly', 'Thomas,', '8.', 'Bejoy', 'George,', '9.', 'Roy', 'George,', 'For', 'Petitioner', ':Sri.Rajan', 'P.Kaliyath', 'For', 'Respondent', ':Sri.S.Sreekumar', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'R.Basant', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'N.K.Balakrishnan', 'Dated', ':22/07/2011', 'O', 'R', 'D', 'E', 'R', 'R.Basant', '&', 'N.K.Balakrishnan,', 'Jj.', '***********************', 'M.A.C.A', 'Nos.223', 'and', '243', 'of', '2007-B', '*****************************', 'Dated', 'this', 'the', '22nd', 'day', 'of', 'July,', '2011', 'Judgment']"
121,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Madras', 'Dated', ':', '14-7-2009', 'Coram', 'The', 'Honourable', 'Mr.Justice', 'M.Chockalingam', 'And', 'The', 'Honourable', 'Mr.Justice', 'C.S.Karnan', 'CRL.A.Nos.39,', '47,', '85,', '92', 'and', '165', 'of', '2006', 'Appu', '@', 'Deepan', 'Kumar', '..', 'Appellant/A-4', 'in', 'Ca', '39/2006', 'Sanjay', 'Sudanthiranathan', '..', 'Appellant/A-5', 'in', 'Ca', '47/2006', 'K.M.V.Anand', '..', 'Appellant/A-1', 'in', 'Ca', '85/2008', '1.Murali', '2.Sathish', '..', 'Appellants/A-2', '&', 'A-3', 'in', 'Ca', '92/2006', 'Indira', '@', 'Victoria', '..', 'Appellant/A-6', 'in', 'Ca', '165/2006', 'vs', 'State', 'rep.', 'By:', 'Deputy', 'Superintendent', 'of', 'Police', 'Crime', 'Branch', 'Cid', 'Organised', 'Crime', 'Unit', 'Chengai', 'East,', 'Chennai', '600', '002.', '(Crime', 'No.521/2003)', '..', 'Respondent/', 'Complainant', 'in', 'all', 'appeals', 'Criminal', 'appeals', 'preferred', 'under', 'Sec.374(2)', 'of', 'the', 'Code', 'of', 'Criminal', 'Procedure', 'against', 'the', 'judgment', 'of', 'the', 'Additional', 'Sessions', 'Judge,', 'Chennai', 'at', 'Poonamallee,', 'made', 'in', 'S.C.No.311', 'of', '2004', 'dated', '8.12.2005.', 'For', 'Appellants', ':', 'Mr.K.Kannan', 'in', 'Ca', '39/2006', 'Mr.T.K.Sampath', 'in', 'Ca', '47/2006', 'Mr.S.Doraisami', 'in', 'Ca', '85/2006', 'Mr.R.Sankarasubbu', 'in', 'Ca', '92/2006', 'Mr.V.Gopinath', 'Senior', 'Counsel', 'for', 'Mr.L.Mahendran', 'in', 'Ca', '165/2006', 'For', 'Respondent', ':', 'Mr.N.R.Elango', 'Additional', 'Public', 'Prosecutor', 'Common', 'Judgment']"
122,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'Present:', 'The', 'Honourable', 'Mr.Justice', 'V.K.Mohanan', 'Friday,', 'The', '19Th', 'Day', 'Of', 'October', '2012/27Th', 'Aswina', '1934', 'CRL.A.No.', '1214', 'of', '2001', '(B)', '------------------------', '[Against', 'The', 'Judgment', 'Dtd.16.6.2001', 'In', 'Cc.391/1997', 'of', 'Judicial', 'First', 'Class', 'Magistrate', 'Court,', 'Chalakudy]', 'Appellant(S)/Complainant:', '-------------------------', 'Lt.Col.N.D.Joy,', 'S/o.Late', 'N.P.Devassy,', 'residing', 'at', '26/2867,', 'Sajanas,', 'Thevara,', 'Cochin-13', 'By', 'Adv.Sri.P.A.Chandran', 'Smt.Rani', 'Joy', 'Respondents(S)/Accused', 'And', 'State:', '---------------------------------', '1.', 'Dr.Josephkunju,', 'C/o.F3-70,', 'Priyadarsini', 'Nagar,', 'Paravattany,', 'Thrissur.', '2.', 'Jena', 'Joseph,', 'W/o.Joseph', 'Kunju,', '-do-', '3.', 'Joraj', 'Joseph,', 'S/o.Josephkunju,', '-do-', '-do-', '4.', 'Dil', 'Raj', 'Joseph,', 'S/o.Josephkunju,', '-do-', '-do-', '5.', 'State', 'of', 'Kerala,', 'represented', 'by', 'the', 'Public', 'Prosecutor,High', 'Court', 'of', 'Kerala,', 'Ernakulam.', 'R1-R4', 'By', 'Adv.', 'Sri.V.John', 'Sebastian', 'Ralph', 'R1-R4', 'By', 'Adv.', 'Sri.K.J.Joseph', '(Ernakulam)', 'R1-R4', 'By', 'Adv.', 'Smt.Preethy', 'Karunakaran', 'R5', 'By', 'Public', 'Prosecutor', 'Smt.S.Hyma.', 'This', 'Criminal', 'Appeal', 'Having', 'Been', 'Finally', 'Heard', 'On', '12-10-2012,', 'The', 'Court', 'On', '19.10.2012', 'Delivered', 'The', 'Following:', 'Appendix', ""Appellant's"", 'Exhibits:', 'Annexure-AA', ':', 'True', 'copy', 'of', 'the', 'judgment', 'dated', '22.3.2006', 'in', 'O.P.No.7681/02', 'by', 'this', 'Court.', 'Annexure-BB:', 'True', 'copy', 'of', 'the', 'order', 'dated', '9.4.2003', 'in', 'I.A.No.2579/02', 'in', 'O.S.No.3560/01', 'in', 'the', 'First', 'Additional', 'Munsiff', 'Court,', 'Thrissur.', '-true', 'copy-', 'P.S.To', 'Judge.', 'V.K.Mohanan,', 'J.', '--------------------------------------', 'Crl.A.No.', '1214', 'of', '2001', '--------------------------------------', 'Dated', 'this', 'the', '19th', 'day', 'of', 'October,', '2012', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
123,"['Petitioner:', 'Earabhadrappa', 'Alias', 'Krishnappa', 'Vs.', 'Respondent:', 'State', 'Of', 'Karnataka', 'Date', 'Of', 'Judgment']"
124,"['In', 'The', 'Court', 'Of', 'Ramesh', 'Kumar,', 'Addl.', 'District', 'Judge-04:', 'Central:', 'Delhi', 'Date', 'of', 'institution', ':', '21.06.1996', 'Announced', 'on', ':', '21.08.2014', 'In', 're:', 'Suit', 'no.', '18/08', '1.', 'M/s.', 'P', '&', 'S', '(India)', 'Corporation', '59-Okhla', 'Industrial', 'Estate-III', 'New', 'Delhi-110020', '(through', ""it's"", 'Proprietor', 'Sh.', 'Vipan', 'Sharna)', '2.', 'Sh.', 'Vipan', 'Sarna', 'S/o', 'Late', 'V.N.', 'Sarna', 'R/', 'B-272,', 'Greater', 'Kailash', 'Part-I,', 'New', 'Delhi.', '...', 'Plaintiffs', 'Versus', '1.', 'M/s.', 'Premier', 'Tools', 'Through', 'Sh.', 'K.C.', 'Bajaj,', 'Sole', 'Proprietor,', '59,', 'Okhla', 'Industrial', 'Estate', ',', 'Phase-III', 'New', 'Delhi-110020.', '2.', 'M/s.', 'Premier', 'Tools', 'A', 'Registered', 'Partnership', 'Firm', 'Through', 'its', 'partner', 'Shri', 'K.C.', 'Bajaj', '59,', 'Okhla', 'Industrial', 'Estate,', 'Phase-III', 'New', 'Delhi-', '110020', '3.', 'Shri', 'K.C.', 'Bajaj', 'C-123,', 'Okhla', 'Industrial', 'Estate,', 'Phase-III', 'New', 'Delhi-110020.', '4.', 'Shri', 'K.C.', 'Bajaj', '59,', 'Okhla', 'Industrial', 'Estate,', 'Phase-III', 'New', 'Delhi', '-', '110020', '5.', 'Shri', 'K.C.', 'Bajaj', 'N-87,', 'Greater', 'Kailash-I', 'New', 'Delhi-', '110048', '6.', 'Shri', 'L.C.', 'Bajaj', 'Karta', 'of', 'Shri', 'Lal', 'Chand', 'Amresh', 'Huf', 'C-1,', 'Kailash', 'Colony,', 'New', 'Delhi', '-', '110048', '7.', 'Shri', 'Suresh', 'Kumar', 'Nanda', 'Karta', 'of', 'Shri', 'Suresh', 'Kumar', 'Nanda', 'Huf', '218,', 'Okhla', 'Industrial', 'Estate', 'New', 'Delhi', '-', '110020', '8.', 'Shri', 'Suresh', 'Kumar', 'Nanda', 'Karta', 'of', 'Shri', 'Suresh', 'Kumar', 'Nanda', 'Huf', 'S-417,', 'Greater', 'Kailash-', 'Part-', 'I', 'New', 'Delhi-', '110048', '9.', 'Mrs.', 'Sangeeta', 'Bajaj', 'C-1,', 'Kailash', 'Colony', 'New', 'Delhi-', '110048.', '...', 'Defendants', 'Judgment']"
125,"['In', 'The', 'Court', 'Of', 'Sh.', 'Daya', 'Prakash,', 'Asj-02', 'New', 'Delhi', 'District,', 'Patiala', 'House', 'Courts', 'New', 'Delhi', 'Case', 'Id', 'No.', '02403R0724332006', 'Session', 'Case', 'No.', '117/13', 'State', 'Versus', '1', 'Maurif', 'Qamar', '@', 'Nawab', '2', 'Irshad', 'Ali', '@', 'Deepak', 'Fir', 'No.', ':', '10/2006', 'U/s:', '121/121A/122/123/120B', 'Ipc', '&', '4/5', 'Explosive', 'Substance', 'Act', '&', '25', 'Arms', 'Act', 'Ps:', 'Special', 'Cell', 'Order']"
126,"['Vbc', '1/71', 'wp33.12.resv', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Bombay', 'Civil', 'Appellate', 'Jurisdiction', 'Writ', 'Petition', 'No.33', 'Of', '2012', 'M/s.Mahalaxmi', 'Cotton', 'Ginning', 'Pressing', 'and', 'Oil', 'Industries,', 'Kolhapur.', '...Petitioner.', 'Vs.', 'The', 'State', 'of', 'Maharashtra', '&', 'Ors.', '...Respondents.', '....', 'Mr.V.Sridharan,', 'Senior', 'Advocate', 'with', 'Mr.V.P.', 'Patkar,', 'Mr.C.B.Thakar,', 'Mr.Ratan', 'Kumar', 'Samal,', 'Mr.Jitu', 'D.Patel', 'and', 'Mr.M.M.Vaidya', 'for', 'the', 'Petitioner.', 'Mr.D.J.Khambata,', 'Advocate', 'General', 'with', 'Mr.E.P.Bharucha,', 'Senior', 'Advocate,', 'Mr.D.A.', 'Nalavade,', 'Government', 'Pleader,', 'Mr.Vinay', 'A.Sonpal,', 'A', 'Panel', 'Counsel,', 'Mr.B.B.Sharma,', 'Agp,', 'Ms.Naira', 'Jejeebhoy', 'and', 'Ms.S.E.Bharucha', 'for', 'the', 'Respondents.', '.....', 'Coram', ':', 'Dr.D.Y.Chandrachud', 'And', 'R.D.Dhanuka,', 'Jj.', 'May', '11,', '2012.', 'Judgment']"
127,"['In', 'The', 'Court', 'Of', 'The', 'Ix', 'Addl.', 'Small', 'Causes', 'And', 'Addl.', 'Mact.,', 'Bangalore,', '(Scch-7)', 'Dated', 'this,', 'the', '13th', 'day', 'of', 'August,', '2015.', 'Present', ':', 'Smt.Indira', 'Mailswamy', 'Chettiyar,', 'B.Com.,', 'Ll.B.', '(Spl.),', 'L.L.M.,', 'Ix', 'Addl.', 'Small', 'Causes', 'Judge', '&', 'Xxxiv', 'Acmm,', 'Court', 'of', 'Small', 'Causes,', 'Member,', 'Mact-7,', 'Bangalore.', 'M.V.C.No.7561/2012', '1.', 'Smt.', 'Shobha.', 'H.,', '.....', 'Petitioners', 'W/o', 'M.S.', 'Shivanna,,', 'Aged', 'about', '32', 'years.', '2.', 'M.S.', 'Thejeswini,', 'D/o', 'M.S.', 'Shivanna,', 'Aged', 'about', '13', 'years.', '3.', 'M.S.', 'Yashaswini,', 'D/o', 'M.S.', 'Shivanna,', 'Aged', 'about', '11', 'years.', '4.', 'Shivalingaiah,', 'S/o', 'Late', 'Byranna,', 'Aged', 'about', '60', 'years.', '5.', 'Smt.', 'Marakka,', 'W/o', 'Shivalingaiah,', 'Aged', 'about', '55', 'years.', '(Since', 'Petitioners', 'No.2', 'and', '3', 'are', 'minors', 'represented', 'by', 'mother', 'Smt.Shobha.H.)', 'All', 'are', 'residing', 'at:', 'Vidyanagar,', 'Kalya', 'Gate,', 'Ward', 'No.31,', 'Magadi', 'Town,', 'Ramanagar', 'District.', '(', 'By', 'Sri.', 'B.S.', 'Manjunath,', 'Adv.,)', 'M.V.C.No.7561/2012', '2', '(Scch-7)', 'V/s', '1.', 'Shriram', 'General', 'Insurance', '....Respondents', 'Co.', 'Ltd.,', 'No.5,', 'Ii', 'Floor,', 'White', 'House,', 'St.', 'Marks', 'Road,', 'Bangalore', '-', '01.', '(Insurance', 'Policy', 'No.10003/31/13/153849', 'Valid', 'from', '17.07.2012', 'to', '16.07.2013)', '2.', 'Jayaraj,', 'S/o', 'Govindaswamy,', 'No.57-2,', 'Hospet', 'Road,', 'Magadi', 'Town,', 'Ramanagar', 'District.', '(R.C.', 'Owner', 'of', 'Tata', 'Sumo', 'bearing', 'Registration', 'No.KA-01-B-9220)', '(R-1', '-', 'By', 'Sri.', 'K.', 'Prakash,', 'Adv.,)', '(R-2', 'Exparte)', 'Judgment']"
128,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'Wp(C)', 'No.', '17522', 'of', '2006(J)', '1.', 'Joseph,', 'S/O.Augustine', 'Raphel,', '...', 'Petitioner', 'Vs', '1.', 'The', 'Special', 'Tahsildar', '(L.A),', '...', 'Respondent', '2.', 'District', 'Collector,', 'For', 'Petitioner', ':Sri.B.Gopakumar', 'For', 'Respondent', ':Government', 'Pleader', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'K.T.Sankaran', 'Dated', ':24/08/2007', 'O', 'R', 'D', 'E', 'R', 'K.T.', 'Sankaran,', 'J.', '-------------------------------------------', 'W.P.(C)', 'No.', '17522', 'Of', '2006', 'J', '-------------------------------------------', 'Dated', 'this', 'the', '24th', 'day', 'of', 'August,2007', 'Judgment']"
129,"['High', 'Court', 'Of', 'Judicature', 'Madhya', 'Pradesh,', 'Jabaplur', 'Single', 'Bench:', ""Hon'ble"", 'Shri', 'Justice', 'N.K.Gupta,J.', 'Criminal', 'Appeal', 'No.884', 'Of', '1998', 'Ashok', '&', 'others.', 'A.F.R.', 'Vs.', 'State', 'of', 'Madhya', 'Pradesh.', 'Judge', '--------------------------------------------------------------------------------------', '-----', 'Shri', 'Sankalp', 'Kochar,', 'Advocate', 'for', 'the', 'appellants.', 'Shri', 'Ajay', 'Tamrakar,', 'Panel', 'Lawyer', 'for', 'the', 'respondent/', 'State.', '--------------------------------------------------------------------------------------', '-----', 'Judgment']"
130,"['Case', 'No.:', 'Appeal', '(civil)', '1853', 'of', '2005', 'Petitioner:', 'M/s', 'Master', 'Marine', 'Services', 'Pvt.', 'Ltd.', 'Respondent:', 'Metcalfe', '&', 'Hodgkinson', 'Pvt.', 'Ltd.', '&', 'Anr.', 'Date', 'Of', 'Judgment']"
131,"['In', 'The', 'Court', 'Of', 'Ms.', 'Rachna', 'Tiwari', 'Lakhanpal', 'Scj/Rc(West),', 'Tis', 'Hazari', 'Courts,', 'Delhi', 'S.', 'No.\xad', '385/2010', 'Unique', 'case', 'Id', ':', '02401C\xad024346\xad2010', 'Sh.', 'Rohtas', 'Chandra,', 'S/o', 'Late', 'Sh.', 'Chandermal,', 'R/o', 'Wz\xad69,', 'Khampur,', 'West', 'Patel', 'Nagar,', 'New', 'Delhi\xad110008', '...............Plaintiff', 'Versus', 'Sh.', 'Anup', 'Singh,', '2365,', 'Khampur,', 'West', 'Patel', 'Nagar,', 'New', 'Delhi\xad110008', 'And', 'also', 'at', ':', 'House', 'No.', 'F\xad133,', 'Vikas', 'Puri,', 'New', 'Delhi', '....................Defendant', 'Date', 'of', 'institution', 'of', 'the', 'suit', ':', '04.06.2010', 'Date', 'of', 'reserving', 'Judgment', ':', '20.02.2014', 'Date', 'of', 'pronouncement', ':', '06.03.2014', 'Judgment']"
132,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'LA.App..No.', '121', 'of', '2008()', '1.', 'State', 'Of', 'Kerala', 'Rep.', 'By', 'The', '...', 'Petitioner', 'Vs', '1.', 'Jose', 'Simon,S/O.Chummar,', 'Cherukara,', '...', 'Respondent', 'For', 'Petitioner', ':Addl.Advocate', 'General', 'For', 'Respondent', ':Sri.Raju', 'K.Mathews', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'Pius', 'C.Kuriakose', 'The', ""Hon'ble"", 'Mrs.', 'Justice', 'M.C.Hari', 'Rani', 'Dated', ':23/01/2009', 'O', 'R', 'D', 'E', 'R', 'C.R.', 'Pius', 'C.', 'Kuriakose', '&', 'M.C.', 'Hari', 'Rani,Jj', '==============================', 'L.A.A.Nos.121,', '132,135,722', '&', '732', 'Of', '2008', '&', 'L.A.A.No.1791/2007,', 'L.A.A.Nos.832,', '1336,1553,&', '1086', 'Of', '2008', '============================', 'Dated', 'This', 'The', '23Rd', 'Day', 'Of', 'January', '2009', 'Judgment']"
133,"['Petitioner:', 'Reserve', 'Bank', 'Of', 'India', 'Vs.', 'Respondent:', 'Peerless', 'General', 'Finance', '&', 'Investment', 'Co.', 'Ltd.Ors.', 'And', 'Vice', 'Date', 'Of', 'Judgment']"
